Car_ID,Model,Production_Date,Color,Price
1269,Model 3,2021-09-16,SILVER,40611.76
1270,Model S,2021-12-19,RED,96207.25
1271,Model X,2023-02-06,SILVER,144538.78
1272,Model S,2023-04-26,WHITE,102553.51
1273,Model S,2022-07-16,RED,97473.67
1274,Model 3,2022-09-03,WHITE,51805.24
1275,Model Y,2023-03-21,RED,54790.16
1276,Model 3,2022-10-26,WHITE,44431.23
1277,Model 3,2022-02-01,WHITE,44357.11
1278,Model 3,2021-07-27,BLACK,56931.63
1279,Model X,2021-12-27,WHITE,127133.81
1280,Model S,2022-12-16,SILVER,118148.24
1281,Model Y,2022-10-02,BLACK,52703.72
1282,Model 3,2022-03-23,WHITE,40772.41
1283,Model X,2021-08-17,BLACK,140245.02
1284,Model S,2021-08-01,SILVER,81324.81
1285,Model 3,2022-03-24,SILVER,40505.98
1286,Model S,2021-12-26,GREY,132751.32
1287,Model X,2021-08-21,RED,127817.12
1288,Model X,2023-04-21,RED,137289.68
1289,Model Y,2021-11-29,GREY,50615.46
1290,Model X,2022-03-27,BLACK,106238.99
1291,Model X,2023-04-04,SILVER,146213.92
1292,Model 3,2022-05-16,WHITE,43409.35
1293,Model 3,2022-01-06,WHITE,42002.82
1294,Model 3,2022-09-04,RED,46026.55
1295,Model 3,2022-06-03,BLACK,48572.06
1296,Model Y,2022-04-28,BLACK,60860.26
1297,Model X,2023-03-06,RED,98881.69
1298,Model Y,2023-02-12,RED,57305.86
1299,Model S,2022-02-09,WHITE,94284.58
1300,Model Y,2022-08-02,BLACK,53818.44
1301,Model X,2021-08-01,BLACK,131747.59
1302,Model Y,2021-10-24,RED,58810.15
1303,Model Y,2022-05-19,GREY,57293.67
1304,Model S,2022-04-28,BLACK,138934.88
1305,Model Y,2022-06-16,WHITE,60109.55
1306,Model Y,2022-10-06,RED,54345.53
1307,Model Y,2022-03-24,BLACK,50475.99
1308,Model 3,2021-09-05,GREY,46725.27
1309,Model 3,2022-01-23,SILVER,51868.1
1310,Model 3,2023-04-09,SILVER,51147.26
1311,Model Y,2022-09-09,BLACK,53079.13
1312,Model 3,2023-04-16,WHITE,49869.73
1313,Model S,2022-04-18,WHITE,96439.54
1314,Model X,2022-10-16,WHITE,144239.65
1315,Model 3,2021-11-13,WHITE,40647.28
1316,Model Y,2023-05-24,GREY,54805.59
1317,Model Y,2022-08-29,BLACK,57092.38
1318,Model Y,2023-04-28,WHITE,53097.03
1319,Model S,2021-09-21,GREY,110631.27
1320,Model X,2022-04-10,BLACK,142895.0
1321,Model 3,2023-06-25,GREY,51427.96
1322,Model X,2023-03-17,SILVER,142457.83
1323,Model Y,2022-07-24,GREY,58782.88
1324,Model X,2021-12-01,BLACK,95862.15
1325,Model 3,2022-07-01,SILVER,52186.96
1326,Model S,2021-07-12,GREY,122503.67
1327,Model 3,2023-07-08,GREY,46366.57
1328,Model Y,2021-08-23,WHITE,58364.45
1329,Model X,2022-09-10,BLACK,119563.84
1330,Model 3,2022-07-15,WHITE,54020.75
1331,Model X,2021-11-05,SILVER,99388.64
1332,Model 3,2022-11-13,RED,43196.88
1333,Model Y,2022-01-05,WHITE,60958.08
1334,Model 3,2023-03-18,BLACK,55575.19
1335,Model 3,2023-04-08,BLACK,56980.27
1336,Model S,2022-03-30,RED,89860.25
1337,Model Y,2023-03-01,SILVER,57606.0
1338,Model X,2022-07-01,WHITE,103054.06
1339,Model 3,2021-08-10,BLACK,56396.28
1340,Model Y,2022-10-25,WHITE,58901.93
1341,Model 3,2022-07-25,RED,45203.77
1342,Model S,2022-01-22,GREY,131518.02
1343,Model S,2022-06-02,GREY,128752.63
1344,Model 3,2023-05-10,BLACK,40849.74
1345,Model Y,2022-02-25,WHITE,50517.97
1346,Model 3,2022-11-10,WHITE,49415.6
1347,Model S,2021-07-24,RED,97172.35
1348,Model Y,2022-11-05,WHITE,55579.05
1349,Model S,2023-06-01,WHITE,109980.76
1350,Model Y,2022-07-31,GREY,59535.06
1351,Model S,2022-05-06,WHITE,117743.52
1352,Model Y,2021-07-28,RED,55661.97
1353,Model 3,2022-09-13,WHITE,52593.93
1354,Model X,2021-10-31,BLACK,126529.59
1355,Model S,2022-09-03,SILVER,83211.19
1356,Model X,2023-02-22,WHITE,138234.68
1357,Model 3,2021-08-17,RED,53121.98
1358,Model X,2022-12-14,SILVER,145879.0
1359,Model S,2023-06-13,WHITE,112650.11
1360,Model Y,2021-12-30,BLACK,54487.4
1361,Model Y,2022-07-18,WHITE,55380.52
1362,Model Y,2022-08-31,BLACK,53695.5
1363,Model 3,2022-09-07,RED,45158.33
1364,Model S,2023-01-27,GREY,136897.13
1365,Model 3,2023-02-03,RED,53222.02
1366,Model 3,2023-06-01,RED,45692.23
1367,Model X,2021-10-26,WHITE,142106.87
1368,Model 3,2023-06-04,BLACK,54822.68
1369,Model X,2023-01-26,GREY,148095.27
1370,Model X,2022-08-28,SILVER,108392.78
1371,Model Y,2021-11-05,SILVER,58991.81
1372,Model Y,2021-11-20,SILVER,50377.23
1373,Model 3,2023-01-13,RED,51045.46
1374,Model X,2022-01-01,RED,141005.88
1375,Model Y,2021-09-05,WHITE,54517.79
1376,Model Y,2023-06-01,WHITE,52085.47
1377,Model Y,2021-08-18,SILVER,53760.04
1378,Model 3,2021-12-25,WHITE,44755.81
1379,Model S,2022-07-11,GREY,139561.27
1380,Model S,2022-06-01,WHITE,81441.13
1381,Model Y,2023-04-12,SILVER,56608.56
1382,Model 3,2022-04-19,WHITE,49061.56
1383,Model Y,2022-07-13,WHITE,55990.98
1384,Model 3,2022-08-11,BLACK,43891.0
1385,Model S,2021-09-14,SILVER,107340.05
1386,Model 3,2022-05-11,GREY,41988.15
1387,Model S,2023-06-16,RED,121180.43
1388,Model 3,2022-03-10,SILVER,53822.06
1389,Model 3,2021-09-02,BLACK,42985.12
1390,Model X,2022-01-30,WHITE,142350.62
1391,Model Y,2023-06-25,SILVER,52620.67
1392,Model Y,2023-02-19,GREY,56477.48
1393,Model 3,2022-08-30,WHITE,49586.52
1394,Model S,2023-05-20,RED,105555.46
1395,Model S,2023-06-28,GREY,122276.97
1396,Model S,2022-02-23,RED,138173.24
1397,Model 3,2023-07-05,WHITE,40167.94
1398,Model S,2022-12-17,BLACK,94230.16
1399,Model X,2023-07-05,BLACK,114453.67
1400,Model X,2023-05-20,BLACK,145017.8
1401,Model X,2022-09-23,WHITE,144553.52
1402,Model 3,2023-04-22,WHITE,53846.81
1403,Model X,2022-08-16,BLACK,144212.66
1404,Model Y,2023-03-21,WHITE,55228.72
1405,Model S,2022-04-08,RED,106367.77
1406,Model Y,2021-08-28,SILVER,50838.92
1407,Model X,2023-06-23,BLACK,93212.16
1408,Model Y,2021-09-08,GREY,52114.1
1409,Model 3,2022-07-01,RED,51849.73
1410,Model S,2022-01-28,WHITE,115975.35
1411,Model Y,2022-03-15,RED,58457.3
1412,Model 3,2021-08-01,WHITE,55297.46
1413,Model Y,2021-07-16,WHITE,57923.0
1414,Model Y,2021-12-04,RED,60981.04
1415,Model X,2021-07-12,RED,130091.08
1416,Model Y,2022-10-27,WHITE,58679.57
1417,Model S,2022-07-29,BLACK,118470.0
1418,Model S,2022-03-14,GREY,130881.42
1419,Model X,2021-08-27,RED,118872.85
1420,Model Y,2022-02-13,GREY,59522.46
1421,Model X,2021-08-30,WHITE,107136.24
1422,Model X,2021-08-07,BLACK,142363.82
1423,Model X,2021-09-25,SILVER,99841.36
1424,Model X,2022-02-15,BLACK,128623.31
1425,Model 3,2021-10-28,RED,55318.11
1426,Model Y,2022-02-15,GREY,50020.19
1427,Model 3,2023-02-14,SILVER,49203.32
1428,Model Y,2023-03-10,SILVER,51236.57
1429,Model Y,2021-12-13,SILVER,59327.65
1430,Model X,2021-07-21,RED,96812.94
1431,Model 3,2022-02-23,WHITE,51847.14
1432,Model 3,2023-02-09,GREY,47424.29
1433,Model S,2021-09-22,GREY,94009.19
1434,Model S,2022-08-30,BLACK,124381.74
1435,Model S,2022-12-25,GREY,93010.31
1436,Model 3,2023-02-13,BLACK,53450.6
1437,Model Y,2022-03-23,SILVER,50246.24
1438,Model 3,2021-08-26,GREY,55221.73
1439,Model Y,2021-07-23,GREY,57658.69
1440,Model 3,2023-03-11,BLACK,54592.11
1441,Model Y,2022-02-17,WHITE,53202.39
1442,Model S,2023-03-03,RED,139067.15
1443,Model 3,2022-07-03,BLACK,48737.53
1444,Model 3,2021-07-31,WHITE,47895.3
1445,Model S,2022-04-06,WHITE,87812.29
1446,Model Y,2022-11-01,RED,58724.77
1447,Model 3,2023-03-23,BLACK,53161.26
1448,Model Y,2022-03-19,SILVER,55737.9
1449,Model 3,2022-05-11,BLACK,48583.59
1450,Model 3,2022-08-19,BLACK,48758.2
1451,Model X,2022-03-08,WHITE,107265.88
1452,Model Y,2022-11-12,WHITE,54012.58
1453,Model Y,2023-02-19,SILVER,56496.91
1454,Model 3,2022-06-10,BLACK,44238.37
1455,Model S,2021-11-03,SILVER,83263.11
1456,Model S,2021-08-22,BLACK,120747.51
1457,Model Y,2022-03-20,RED,51504.61
1458,Model Y,2022-02-01,SILVER,53945.59
1459,Model 3,2022-07-29,BLACK,48432.98
1460,Model 3,2021-09-11,RED,48338.04
1461,Model Y,2022-01-30,WHITE,51590.29
1462,Model 3,2022-02-19,WHITE,53181.08
1463,Model Y,2023-01-07,BLACK,51459.92
1464,Model X,2022-04-09,GREY,111692.39
1465,Model S,2022-07-02,RED,125631.65
1466,Model 3,2023-01-28,RED,53635.05
1467,Model S,2023-02-18,GREY,112195.4
1468,Model X,2023-07-07,GREY,95645.24
1469,Model X,2023-03-25,WHITE,104469.94
1470,Model S,2022-06-13,BLACK,84821.44
1471,Model S,2021-10-14,BLACK,84186.03
1472,Model S,2023-02-06,BLACK,98540.53
1473,Model 3,2023-01-22,WHITE,49324.0
1474,Model 3,2022-12-06,RED,52517.03
1475,Model Y,2023-01-13,GREY,52099.27
1476,Model 3,2022-08-17,SILVER,41517.24
1477,Model S,2023-03-28,WHITE,112648.25
1478,Model X,2022-11-13,RED,118109.26
1479,Model Y,2022-01-12,WHITE,59366.36
1480,Model 3,2022-08-09,WHITE,46847.16
1481,Model 3,2023-04-01,BLACK,40275.38
1482,Model S,2022-12-06,GREY,90265.82
1483,Model 3,2023-03-31,WHITE,40296.25
1484,Model 3,2022-12-02,GREY,54121.08
1485,Model S,2022-10-16,SILVER,82828.2
1486,Model S,2022-11-18,RED,139761.03
1487,Model Y,2023-05-24,GREY,50683.31
1488,Model S,2022-05-20,GREY,119215.19
1489,Model 3,2022-10-26,WHITE,54684.04
1490,Model X,2023-05-12,RED,124419.95
1491,Model 3,2022-09-28,WHITE,47316.44
1492,Model X,2021-12-31,BLACK,144091.71
1493,Model 3,2023-02-26,WHITE,40089.79
1494,Model X,2022-07-01,GREY,145952.04
1495,Model X,2022-09-02,GREY,131546.76
1496,Model 3,2022-01-19,RED,51125.11
1497,Model 3,2021-12-05,GREY,43915.46
1498,Model X,2022-05-27,GREY,108989.56
1499,Model Y,2022-01-12,BLACK,54627.19
1500,Model Y,2023-01-09,WHITE,50666.36
1501,Model S,2022-07-09,SILVER,116113.47
1502,Model Y,2021-11-08,SILVER,55588.92
1503,Model 3,2021-08-11,SILVER,45347.0
1504,Model X,2021-07-25,SILVER,133861.38
1505,Model 3,2022-03-17,WHITE,54110.19
1506,Model S,2022-01-31,SILVER,109105.59
1507,Model S,2021-11-09,SILVER,138432.35
1508,Model S,2022-07-29,BLACK,82931.64
1509,Model 3,2023-05-20,RED,48004.18
1510,Model 3,2023-01-13,GREY,52588.05
1511,Model Y,2023-02-11,WHITE,52652.05
1512,Model Y,2021-12-12,GREY,50658.05
1513,Model Y,2021-07-10,BLACK,52132.95
1514,Model S,2021-10-08,SILVER,113254.72
1515,Model S,2022-04-30,GREY,97661.55
1516,Model 3,2021-12-30,SILVER,41016.19
1517,Model 3,2022-08-22,SILVER,44234.65
1518,Model S,2022-03-28,BLACK,101288.12
1519,Model S,2022-04-19,RED,125325.47
1520,Model 3,2023-05-14,WHITE,49280.04
1521,Model S,2023-06-20,SILVER,89981.49
1522,Model S,2022-09-11,WHITE,100280.64
1523,Model 3,2021-09-19,GREY,43093.7
1524,Model X,2023-02-28,WHITE,139130.62
1525,Model Y,2022-11-21,WHITE,57562.95
1526,Model X,2022-11-08,SILVER,90943.16
1527,Model 3,2021-11-15,SILVER,41066.55
1528,Model Y,2023-04-09,BLACK,51719.58
1529,Model 3,2022-11-03,WHITE,40448.97
1530,Model S,2021-10-15,RED,100962.32
1531,Model X,2022-11-27,BLACK,149323.65
1532,Model 3,2023-02-15,RED,52617.39
1533,Model Y,2021-08-18,RED,57219.37
1534,Model Y,2022-03-09,GREY,57461.15
1535,Model X,2022-12-07,BLACK,93757.12
1536,Model Y,2023-07-03,WHITE,58157.89
1537,Model Y,2022-01-18,RED,56486.03
1538,Model Y,2022-02-10,WHITE,57840.27
1539,Model S,2022-09-02,RED,108864.77
1540,Model X,2021-12-13,WHITE,96622.17
1541,Model S,2023-01-01,GREY,134365.27
1542,Model X,2022-03-08,SILVER,136230.27
1543,Model X,2022-08-11,WHITE,128696.23
1544,Model Y,2022-02-04,SILVER,56597.15
1545,Model Y,2022-06-01,BLACK,55196.44
1546,Model S,2022-08-12,WHITE,80561.08
1547,Model S,2021-10-28,BLACK,82688.75
1548,Model S,2023-04-22,RED,83284.36
1549,Model X,2022-12-11,GREY,112707.95
1550,Model 3,2023-04-03,BLACK,51229.39
1551,Model Y,2022-04-22,BLACK,60027.92
1552,Model S,2022-06-30,GREY,80222.13
1553,Model X,2023-02-02,WHITE,91437.26
1554,Model S,2022-04-21,RED,135231.32
1555,Model S,2022-11-01,GREY,128067.03
1556,Model X,2023-06-16,RED,108567.89
1557,Model Y,2021-11-11,GREY,57894.97
1558,Model Y,2023-03-31,BLACK,60484.47
1559,Model 3,2021-12-26,WHITE,40634.08
1560,Model 3,2023-01-07,RED,52296.18
1561,Model X,2022-10-21,SILVER,114637.87
1562,Model S,2022-02-06,SILVER,111746.93
1563,Model X,2021-07-31,SILVER,122066.28
1564,Model S,2021-12-23,WHITE,86179.25
1565,Model Y,2022-09-05,SILVER,51416.6
1566,Model Y,2021-09-14,WHITE,58427.49
1567,Model Y,2021-09-12,BLACK,53587.9
1568,Model 3,2021-10-24,GREY,50766.8
1569,Model Y,2021-12-14,BLACK,53139.53
1570,Model Y,2022-05-25,BLACK,60843.33
1571,Model X,2021-10-30,SILVER,122311.75
1572,Model 3,2021-10-15,WHITE,51914.03
1573,Model 3,2022-08-21,RED,47296.45
1574,Model Y,2022-05-31,WHITE,58056.35
1575,Model Y,2022-02-12,BLACK,55046.94
1576,Model S,2022-06-02,SILVER,133769.2
1577,Model 3,2021-08-04,RED,46119.36
1578,Model 3,2021-08-16,BLACK,43234.16
1579,Model Y,2021-08-13,WHITE,57760.34
1580,Model X,2022-02-03,WHITE,137365.13
1581,Model Y,2021-09-22,GREY,50778.79
1582,Model S,2023-02-15,GREY,97958.35
1583,Model X,2022-09-12,BLACK,118326.08
1584,Model X,2021-08-07,GREY,107767.82
1585,Model 3,2022-07-12,GREY,41331.47
1586,Model 3,2022-10-09,WHITE,47708.04
1587,Model 3,2022-10-19,RED,49299.33
1588,Model S,2021-07-16,BLACK,112440.04
1589,Model X,2021-09-26,BLACK,129485.99
1590,Model Y,2021-12-13,GREY,55510.61
1591,Model 3,2021-09-19,BLACK,52039.41
1592,Model 3,2023-01-22,WHITE,47780.41
1593,Model S,2022-04-30,GREY,121159.14
1594,Model X,2022-07-12,BLACK,123560.45
1595,Model X,2023-04-15,RED,99154.8
1596,Model Y,2022-12-03,SILVER,60132.43
1597,Model S,2021-12-07,BLACK,113655.0
1598,Model S,2022-12-05,RED,130101.77
1599,Model 3,2021-10-23,WHITE,40751.24
1600,Model 3,2022-05-24,SILVER,47703.43
1601,Model Y,2022-01-27,GREY,50003.94
1602,Model S,2022-07-25,GREY,95591.63
1603,Model Y,2022-02-01,BLACK,57223.27
1604,Model S,2023-04-19,RED,116000.9
1605,Model 3,2021-09-13,SILVER,48286.62
1606,Model S,2021-08-07,RED,85027.6
1607,Model X,2022-03-15,BLACK,130766.12
1608,Model 3,2023-03-26,WHITE,52407.16
1609,Model Y,2022-02-14,SILVER,59762.92
1610,Model X,2022-06-19,SILVER,106710.03
1611,Model S,2022-08-20,BLACK,95949.32
1612,Model 3,2022-04-12,WHITE,44722.8
1613,Model S,2022-10-24,BLACK,94224.26
1614,Model X,2022-10-13,RED,117135.41
1615,Model X,2022-06-09,GREY,138830.96
1616,Model X,2023-02-03,RED,110006.11
1617,Model X,2022-02-04,GREY,147380.0
1618,Model S,2023-03-28,SILVER,130941.42
1619,Model 3,2023-05-08,GREY,56056.13
1620,Model X,2021-10-26,BLACK,95867.05
1621,Model X,2023-04-22,WHITE,145781.5
1622,Model X,2022-04-08,GREY,141297.57
1623,Model S,2022-12-24,WHITE,131894.69
1624,Model X,2022-07-26,WHITE,109467.76
1625,Model X,2023-05-18,GREY,140592.09
1626,Model 3,2023-04-23,BLACK,54464.81
1627,Model Y,2023-01-23,GREY,50265.29
1628,Model 3,2023-01-16,BLACK,55642.33
1629,Model S,2022-08-06,SILVER,131341.87
1630,Model Y,2021-07-30,GREY,55156.54
1631,Model 3,2022-12-26,SILVER,50111.22
1632,Model X,2022-01-19,SILVER,92167.44
1633,Model X,2023-06-24,BLACK,98350.39
1634,Model X,2022-08-04,RED,101255.38
1635,Model X,2022-12-10,GREY,137126.62
1636,Model X,2022-09-10,SILVER,109480.79
1637,Model S,2022-10-06,BLACK,106254.1
1638,Model S,2022-05-16,RED,116446.51
1639,Model 3,2023-05-08,RED,50334.11
1640,Model 3,2021-08-03,BLACK,56288.73
1641,Model Y,2023-06-06,GREY,54336.1
1642,Model S,2022-12-31,RED,89008.42
1643,Model Y,2023-01-18,BLACK,56545.6
1644,Model S,2022-11-30,RED,86450.42
1645,Model Y,2023-01-29,BLACK,53788.41
1646,Model S,2021-08-03,GREY,99952.89
1647,Model X,2022-07-30,BLACK,135724.73
1648,Model Y,2022-02-23,GREY,51159.28
1649,Model Y,2022-05-03,WHITE,55614.41
1650,Model Y,2023-03-01,GREY,60359.47
1651,Model 3,2022-01-05,BLACK,43072.34
1652,Model Y,2021-09-11,GREY,52669.57
1653,Model X,2021-12-02,BLACK,117443.83
1654,Model Y,2022-01-15,WHITE,55222.92
1655,Model X,2023-05-04,BLACK,124057.3
1656,Model 3,2022-01-25,BLACK,50010.06
1657,Model X,2022-08-04,SILVER,122832.71
1658,Model Y,2021-07-24,SILVER,54432.4
1659,Model S,2021-09-03,GREY,124561.9
1660,Model 3,2022-09-08,RED,50176.64
1661,Model 3,2021-12-18,RED,55292.03
1662,Model S,2022-05-23,GREY,101616.91
1663,Model Y,2023-05-10,SILVER,58951.21
1664,Model X,2023-04-13,GREY,94981.41
1665,Model 3,2022-11-26,BLACK,49520.28
1666,Model X,2022-04-12,WHITE,127511.89
1667,Model 3,2023-06-09,GREY,47821.71
1668,Model S,2021-12-02,GREY,106647.9
1669,Model S,2021-12-14,SILVER,126458.56
1670,Model X,2023-03-24,GREY,136044.26
1671,Model 3,2023-04-15,SILVER,43157.66
1672,Model X,2022-02-10,SILVER,108379.31
1673,Model 3,2022-02-20,GREY,41966.98
1674,Model Y,2021-11-08,RED,52943.35
1675,Model Y,2023-02-12,SILVER,57434.28
1676,Model X,2023-06-29,BLACK,138812.83
1677,Model Y,2022-09-27,SILVER,51062.88
1678,Model X,2022-05-19,BLACK,133383.84
1679,Model 3,2021-07-10,RED,51736.61
1680,Model Y,2022-09-26,BLACK,59272.45
1681,Model 3,2022-09-22,RED,42822.96
1682,Model 3,2022-05-01,RED,52561.76
1683,Model X,2021-11-08,GREY,134158.95
1684,Model S,2022-09-24,BLACK,89147.33
1685,Model 3,2021-07-17,GREY,55628.28
1686,Model Y,2023-04-20,WHITE,54902.24
1687,Model S,2021-10-14,SILVER,120128.99
1688,Model 3,2023-04-19,BLACK,48894.13
1689,Model 3,2022-09-18,SILVER,44414.62
1690,Model Y,2022-10-29,SILVER,60541.58
1691,Model X,2021-12-19,GREY,135236.63
1692,Model 3,2022-08-03,BLACK,50053.6
1693,Model Y,2022-05-01,BLACK,50217.44
1694,Model S,2023-05-17,SILVER,83139.12
1695,Model Y,2021-12-10,RED,52633.89
1696,Model 3,2022-09-10,WHITE,47478.77
1697,Model S,2023-06-30,SILVER,114529.28
1698,Model S,2023-06-23,WHITE,112907.68
1699,Model X,2022-04-30,WHITE,127764.62
1700,Model Y,2022-03-08,WHITE,51932.63
1701,Model 3,2023-03-01,GREY,56418.95
1702,Model Y,2022-02-03,RED,55591.37
1703,Model S,2023-04-01,SILVER,133413.56
1704,Model X,2022-09-28,GREY,103498.01
1705,Model 3,2023-07-02,RED,45789.71
1706,Model X,2023-01-12,SILVER,110209.21
1707,Model Y,2021-10-21,GREY,60208.16
1708,Model 3,2022-02-17,SILVER,48317.24
1709,Model X,2022-08-31,BLACK,130040.16
1710,Model X,2021-07-10,SILVER,136523.65
1711,Model S,2022-07-29,WHITE,121942.22
1712,Model 3,2022-04-10,GREY,42478.69
1713,Model X,2022-10-19,WHITE,110288.26
1714,Model Y,2023-04-26,GREY,58087.15
1715,Model 3,2021-10-06,RED,40596.21
1716,Model Y,2021-11-24,GREY,51670.87
1717,Model 3,2022-09-27,GREY,45677.05
1718,Model 3,2023-04-16,BLACK,52606.01
1719,Model 3,2022-09-10,BLACK,49343.42
1720,Model 3,2022-03-06,GREY,46248.78
1721,Model S,2021-09-29,GREY,95983.53
1722,Model Y,2022-06-13,WHITE,52175.56
1723,Model 3,2021-12-29,SILVER,54968.3
1724,Model Y,2022-08-09,BLACK,58792.89
1725,Model Y,2022-08-08,BLACK,55360.8
1726,Model X,2021-08-22,SILVER,133595.36
1727,Model 3,2023-07-06,BLACK,51111.86
1728,Model X,2022-12-05,BLACK,114991.31
1729,Model S,2022-08-28,BLACK,91433.47
1730,Model X,2022-05-06,GREY,133094.32
1731,Model S,2022-08-02,RED,104808.34
1732,Model X,2023-02-13,WHITE,93068.79
1733,Model Y,2022-11-02,BLACK,57912.14
1734,Model Y,2021-11-18,BLACK,53168.2
1735,Model 3,2022-04-19,WHITE,40534.32
1736,Model 3,2021-07-21,GREY,53703.8
1737,Model X,2022-07-18,BLACK,127069.67
1738,Model 3,2023-01-24,SILVER,53504.99
1739,Model Y,2023-04-29,BLACK,51204.57
1740,Model X,2022-06-13,SILVER,133786.91
1741,Model 3,2022-02-24,RED,44960.84
1742,Model X,2023-05-06,SILVER,101273.72
1743,Model S,2022-01-25,BLACK,107496.76
1744,Model 3,2022-06-02,RED,56936.77
1745,Model Y,2022-01-07,GREY,57166.95
1746,Model X,2022-12-08,RED,143329.35
1747,Model 3,2022-02-09,GREY,43891.57
1748,Model X,2022-08-24,RED,143177.22
1749,Model S,2022-03-07,GREY,109908.48
1750,Model X,2023-01-13,RED,121202.32
1751,Model X,2023-01-31,BLACK,138989.82
1752,Model X,2022-02-17,GREY,130897.31
1753,Model 3,2023-06-01,RED,49446.46
1754,Model Y,2022-03-06,BLACK,56501.86
1755,Model 3,2022-04-16,BLACK,43956.88
1756,Model Y,2023-07-01,RED,52767.83
1757,Model 3,2022-05-02,WHITE,43080.87
1758,Model Y,2021-09-17,SILVER,51851.74
1759,Model X,2023-03-13,WHITE,115812.24
1760,Model X,2023-04-03,RED,90724.99
1761,Model S,2022-05-04,GREY,85545.74
1762,Model 3,2021-11-27,WHITE,46866.34
1763,Model 3,2023-03-03,SILVER,55934.22
1764,Model Y,2022-07-06,GREY,59682.68
1765,Model Y,2021-07-17,BLACK,54516.92
1766,Model Y,2023-04-25,BLACK,58762.13
1767,Model S,2022-03-23,RED,126377.93
1768,Model S,2023-05-26,BLACK,95901.38
1769,Model Y,2022-10-11,BLACK,53044.24
1770,Model 3,2021-10-22,GREY,51685.28
1771,Model 3,2022-06-10,WHITE,45326.54
1772,Model S,2023-07-05,GREY,101092.03
1773,Model 3,2021-08-15,RED,43897.23
1774,Model X,2021-10-30,BLACK,143836.74
1775,Model 3,2022-05-15,GREY,45279.0
1776,Model Y,2022-01-10,BLACK,57442.37
1777,Model S,2021-12-06,RED,123138.85
1778,Model X,2021-07-14,WHITE,127629.6
1779,Model Y,2022-04-27,WHITE,51627.64
1780,Model X,2022-08-17,BLACK,124832.11
1781,Model 3,2022-09-24,WHITE,47720.14
1782,Model Y,2022-06-11,RED,57642.24
1783,Model 3,2022-02-26,BLACK,55245.9
1784,Model X,2023-01-15,GREY,149590.2
1785,Model 3,2022-02-18,BLACK,53106.77
1786,Model Y,2021-11-26,RED,59097.06
1787,Model 3,2022-03-30,SILVER,41162.77
1788,Model S,2022-09-25,GREY,112332.48
1789,Model X,2022-01-11,WHITE,107739.55
1790,Model 3,2022-01-13,WHITE,49042.66
1791,Model 3,2023-02-07,WHITE,55818.9
1792,Model X,2022-01-26,SILVER,100728.15
1793,Model X,2022-11-06,GREY,105169.62
1794,Model Y,2022-12-19,RED,59307.91
1795,Model X,2021-07-25,GREY,92522.77
1796,Model 3,2023-05-27,GREY,56530.59
1797,Model 3,2021-11-29,RED,54212.57
1798,Model Y,2023-05-02,RED,57617.57
1799,Model S,2023-03-02,BLACK,89303.13
1800,Model Y,2022-02-11,SILVER,55560.66
1801,Model Y,2022-08-29,BLACK,51413.74
1802,Model S,2022-12-02,WHITE,112831.58
1803,Model S,2021-09-26,SILVER,127600.65
1804,Model Y,2021-12-17,BLACK,57242.38
1805,Model X,2021-11-30,GREY,115324.38
1806,Model S,2022-03-01,GREY,126682.97
1807,Model 3,2023-06-01,BLACK,54989.61
1808,Model Y,2022-01-04,BLACK,59591.64
1809,Model 3,2022-03-14,WHITE,53882.78
1810,Model S,2022-09-07,RED,83550.2
1811,Model X,2022-08-14,BLACK,101275.32
1812,Model X,2022-04-20,RED,149473.73
1813,Model Y,2023-04-15,GREY,53365.32
1814,Model X,2022-09-11,BLACK,114874.34
1815,Model X,2021-11-29,RED,99647.35
1816,Model Y,2022-03-20,BLACK,52038.32
1817,Model S,2023-05-17,WHITE,138636.71
1818,Model 3,2022-03-12,GREY,49631.17
1819,Model 3,2023-01-10,WHITE,51695.12
1820,Model X,2023-03-14,SILVER,92772.6
1821,Model S,2022-04-16,SILVER,117324.43
1822,Model 3,2021-09-25,WHITE,53934.46
1823,Model S,2022-02-17,SILVER,98240.65
1824,Model Y,2022-10-24,BLACK,53343.34
1825,Model 3,2022-08-20,BLACK,40188.57
1826,Model S,2023-05-27,SILVER,106885.45
1827,Model S,2022-07-17,GREY,80476.97
1828,Model X,2023-07-09,SILVER,104921.37
1829,Model 3,2022-05-03,BLACK,44645.77
1830,Model S,2023-05-01,SILVER,123212.6
1831,Model 3,2021-07-29,RED,40466.86
1832,Model 3,2023-06-18,WHITE,50249.72
1833,Model 3,2023-04-24,SILVER,51293.22
1834,Model Y,2021-07-28,GREY,55973.43
1835,Model X,2022-07-20,GREY,124541.96
1836,Model 3,2022-11-24,GREY,45500.33
1837,Model X,2022-06-16,RED,101906.78
1838,Model S,2023-01-03,WHITE,135655.1
1839,Model Y,2022-12-04,WHITE,57372.51
1840,Model Y,2022-11-25,WHITE,50301.41
1841,Model X,2023-05-23,GREY,91424.1
1842,Model S,2022-12-04,SILVER,113089.26
1843,Model Y,2023-03-11,BLACK,58927.01
1844,Model S,2021-08-23,WHITE,86113.05
1845,Model 3,2022-09-25,WHITE,49044.56
1846,Model Y,2022-08-09,GREY,54140.58
1847,Model X,2021-08-22,WHITE,113806.37
1848,Model Y,2022-07-02,RED,60762.26
1849,Model X,2021-12-26,GREY,148983.64
1850,Model Y,2021-09-11,WHITE,52201.75
